Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Product,Quantity,Unit_Price,Sales,Discount,Profit
ORD000031,2023-01-02,CUST4530,Consumer,North,Office Supplies,Stapler,2,7.1,14.19,0.0,1.99
ORD000032,2023-01-02,CUST5033,Consumer,South,Office Supplies,Envelope,1,8.44,8.44,0.0,1.57
ORD000033,2023-01-02,CUST5612,Corporate,East,Office Supplies,Binder,1,6.03,6.03,0.0,1.06
ORD000033,2023-01-02,CUST5612,Corporate,East,Office Supplies,Pen,1,3.42,3.42,0.0,0.71
ORD000033,2023-01-02,CUST5612,Corporate,East,Furniture,Table,2,334.03,668.06,0.0,68.44
ORD000034,2023-01-02,CUST8147,Home Office,West,Office Supplies,Envelope,1,16.85,16.85,0.0,3.88
ORD000034,2023-01-02,CUST8147,Home Office,West,Furniture,Table,1,318.5,302.57,0.05,34.94
ORD000035,2023-01-02,CUST4507,Consumer,North,Office Supplies,Pen,1,2.33,2.33,0.0,0.48
ORD000035,2023-01-02,CUST4507,Consumer,North,Technology,Mouse,1,27.12,27.12,0.0,6.71
ORD000035,2023-01-02,CUST4507,Consumer,North,Office Supplies,Paper,1,11.82,11.82,0.0,1.51
ORD000035,2023-01-02,CUST4507,Consumer,North,Furniture,Bookshelf,1,189.64,189.64,0.0,53.66
ORD000036,2023-01-02,CUST9058,Home Office,West,Furniture,Table,1,242.31,242.31,0.0,26.0
ORD000036,2023-01-02,CUST9058,Home Office,West,Furniture,Cabinet,1,347.69,347.69,0.0,88.7
ORD000037,2023-01-02,CUST4462,Consumer,North,Technology,USB Drive,1,21.03,21.03,0.0,2.93
ORD000037,2023-01-02,CUST4462,Consumer,North,Furniture,Table,1,417.77,417.77,0.0,89.36
ORD000038,2023-01-02,CUST2308,Corporate,West,Furniture,Chair,2,373.19,746.37,0.0,124.77
ORD000038,2023-01-02,CUST2308,Corporate,West,Office Supplies,Folder,1,4.9,4.9,0.0,1.31
ORD000039,2023-01-02,CUST2304,Consumer,East,Office Supplies,Pen,1,3.58,3.58,0.0,0.45
ORD000039,2023-01-02,CUST2304,Consumer,East,Technology,USB Drive,2,23.82,47.65,0.0,12.6
ORD000039,2023-01-02,CUST2304,Consumer,East,Furniture,Desk,1,689.03,689.03,0.0,78.16
ORD000040,2023-01-02,CUST6941,Consumer,East,Office Supplies,Notebook,2,4.08,8.17,0.0,0.93
ORD000040,2023-01-02,CUST6941,Consumer,East,Technology,Keyboard,3,69.35,208.04,0.0,50.83
ORD000041,2023-01-02,CUST6136,Consumer,North,Office Supplies,Pen,1,3.75,3.75,0.0,0.56
ORD000041,2023-01-02,CUST6136,Consumer,North,Technology,Webcam,2,127.94,255.87,0.0,39.51
ORD000041,2023-01-02,CUST6136,Consumer,North,Furniture,Table,1,312.44,281.19,0.1,79.71
ORD000041,2023-01-02,CUST6136,Consumer,North,Furniture,Chair,1,307.17,307.17,0.0,36.04
ORD000042,2023-01-02,CUST4157,Consumer,South,Technology,Monitor,2,248.21,421.96,0.15,58.45
ORD000042,2023-01-02,CUST4157,Consumer,South,Office Supplies,Stapler,1,19.16,19.16,0.0,5.22
ORD000042,2023-01-02,CUST4157,Consumer,South,Office Supplies,Envelope,2,9.79,19.57,0.0,2.1
ORD000043,2023-01-02,CUST9684,Home Office,South,Technology,Mouse,1,29.61,28.13,0.05,8.39
ORD000044,2023-01-02,CUST4760,Consumer,East,Office Supplies,Envelope,3,9.46,28.37,0.0,6.9
ORD000044,2023-01-02,CUST4760,Consumer,East,Furniture,Cabinet,3,247.04,704.07,0.05,76.76
ORD000045,2023-01-02,CUST6429,Home Office,North,Technology,Mouse,1,19.21,17.29,0.1,3.06
ORD000045,2023-01-02,CUST6429,Home Office,North,Furniture,Cabinet,1,422.85,422.85,0.0,47.18
ORD000046,2023-01-02,CUST2290,Consumer,North,Office Supplies,Binder,1,7.73,7.73,0.0,0.84
ORD000046,2023-01-02,CUST2290,Consumer,North,Technology,Headphones,1,36.02,36.02,0.0,10.31
ORD000046,2023-01-02,CUST2290,Consumer,North,Office Supplies,Stapler,1,9.22,9.22,0.0,0.93
ORD000047,2023-01-02,CUST5311,Home Office,East,Technology,Webcam,1,66.98,66.98,0.0,8.85
ORD000048,2023-01-02,CUST1294,Consumer,South,Office Supplies,Stapler,4,14.25,57.02,0.0,12.91
ORD000049,2023-01-02,CUST2040,Consumer,West,Technology,Laptop,1,1207.52,1086.77,0.1,243.63
ORD000049,2023-01-02,CUST2040,Consumer,West,Office Supplies,Pen,2,4.96,9.92,0.0,1.88
ORD000050,2023-01-03,CUST4155,Consumer,South,Office Supplies,Folder,4,8.94,35.78,0.0,3.8
ORD000051,2023-01-03,CUST6179,Consumer,South,Furniture,Chair,1,127.35,127.35,0.0,24.29
ORD000051,2023-01-03,CUST6179,Consumer,South,Office Supplies,Pen,2,1.07,2.14,0.0,0.34
ORD000051,2023-01-03,CUST6179,Consumer,South,Office Supplies,Notebook,1,14.61,12.42,0.15,2.39
ORD000051,2023-01-03,CUST6179,Consumer,South,Office Supplies,Binder,2,6.25,12.5,0.0,2.33
ORD000052,2023-01-03,CUST1778,Corporate,South,Technology,Webcam,1,56.05,50.45,0.1,10.8
ORD000052,2023-01-03,CUST1778,Corporate,South,Technology,Headphones,2,135.09,216.14,0.2,45.81
ORD000053,2023-01-03,CUST9619,Home Office,North,Office Supplies,Folder,3,2.99,8.98,0.0,1.97
ORD000054,2023-01-03,CUST6383,Corporate,West,Technology,Monitor,1,520.69,416.55,0.2,109.54
ORD000054,2023-01-03,CUST6383,Corporate,West,Technology,Keyboard,1,79.77,79.77,0.0,20.48
ORD000055,2023-01-03,CUST1306,Corporate,West,Technology,Webcam,1,119.11,119.11,0.0,35.65
ORD000056,2023-01-03,CUST5703,Consumer,North,Technology,Keyboard,1,95.27,95.27,0.0,26.17
ORD000056,2023-01-03,CUST5703,Consumer,North,Technology,Keyboard,1,67.95,67.95,0.0,14.85
ORD000057,2023-01-03,CUST2646,Corporate,South,Office Supplies,Pen,1,2.44,2.44,0.0,0.32
ORD000058,2023-01-03,CUST7276,Corporate,West,Technology,USB Drive,1,28.97,28.97,0.0,4.98
ORD000058,2023-01-03,CUST7276,Corporate,West,Furniture,Desk,1,563.32,563.32,0.0,116.44
ORD000058,2023-01-03,CUST7276,Corporate,West,Office Supplies,Binder,1,12.05,12.05,0.0,3.29
ORD000058,2023-01-03,CUST7276,Corporate,West,Office Supplies,Notebook,1,9.48,9.0,0.05,2.68
ORD000059,2023-01-03,CUST8473,Home Office,North,Technology,Headphones,1,107.31,107.31,0.0,21.22
ORD000059,2023-01-03,CUST8473,Home Office,North,Furniture,Chair,1,141.9,141.9,0.0,22.93
ORD000059,2023-01-03,CUST8473,Home Office,North,Furniture,Table,2,240.83,385.33,0.2,113.28
ORD000059,2023-01-03,CUST8473,Home Office,North,Furniture,Desk,1,293.7,293.7,0.0,85.96
ORD000060,2023-01-03,CUST4124,Corporate,West,Technology,USB Drive,2,12.13,23.05,0.05,6.91
ORD000060,2023-01-03,CUST4124,Corporate,West,Technology,Mouse,4,45.33,154.11,0.15,38.6
ORD000061,2023-01-03,CUST5806,Corporate,East,Furniture,Table,1,324.85,324.85,0.0,47.92
ORD000061,2023-01-03,CUST5806,Corporate,East,Office Supplies,Folder,1,3.82,3.82,0.0,0.84
ORD000061,2023-01-03,CUST5806,Corporate,East,Furniture,Cabinet,1,366.82,366.82,0.0,64.54
ORD000062,2023-01-03,CUST5431,Consumer,East,Furniture,Desk,2,772.8,1545.59,0.0,272.05
ORD000062,2023-01-03,CUST5431,Consumer,East,Furniture,Chair,1,243.75,243.75,0.0,32.48
ORD000063,2023-01-03,CUST4654,Consumer,East,Technology,USB Drive,1,21.35,21.35,0.0,6.25
ORD000063,2023-01-03,CUST4654,Consumer,East,Office Supplies,Folder,1,8.45,8.45,0.0,0.92
ORD000064,2023-01-03,CUST8227,Corporate,East,Office Supplies,Pen,2,1.38,2.76,0.0,0.53
ORD000064,2023-01-03,CUST8227,Corporate,East,Technology,Webcam,2,58.48,116.96,0.0,31.88
ORD000064,2023-01-03,CUST8227,Corporate,East,Technology,Headphones,1,46.27,46.27,0.0,10.57
ORD000064,2023-01-03,CUST8227,Corporate,East,Furniture,Table,1,396.01,396.01,0.0,70.56
ORD000065,2023-01-03,CUST7764,Consumer,South,Furniture,Bookshelf,1,221.96,221.96,0.0,40.01
ORD000065,2023-01-03,CUST7764,Consumer,South,Office Supplies,Paper,2,13.84,27.68,0.0,5.22
ORD000066,2023-01-03,CUST5211,Corporate,West,Technology,USB Drive,4,11.78,47.1,0.0,10.69
ORD000066,2023-01-03,CUST5211,Corporate,West,Furniture,Desk,1,302.29,302.29,0.0,55.78
ORD000067,2023-01-03,CUST5037,Consumer,South,Office Supplies,Stapler,1,16.33,16.33,0.0,4.33
ORD000068,2023-01-03,CUST6782,Consumer,South,Technology,Laptop,1,1066.64,1066.64,0.0,157.66
ORD000068,2023-01-03,CUST6782,Consumer,South,Technology,Mouse,1,43.89,43.89,0.0,12.66
ORD000068,2023-01-03,CUST6782,Consumer,South,Technology,Keyboard,2,44.56,89.12,0.0,19.15
ORD000069,2023-01-03,CUST5225,Consumer,East,Office Supplies,Stapler,2,19.63,35.34,0.1,9.35
ORD000070,2023-01-03,CUST1963,Consumer,North,Furniture,Bookshelf,2,97.59,195.18,0.0,24.28
ORD000071,2023-01-04,CUST7406,Corporate,West,Technology,Mouse,2,36.63,73.26,0.0,10.68
ORD000072,2023-01-04,CUST5517,Corporate,East,Technology,Monitor,1,516.84,516.84,0.0,119.29
ORD000073,2023-01-04,CUST9433,Home Office,North,Furniture,Cabinet,4,430.54,1377.72,0.2,272.2
ORD000073,2023-01-04,CUST9433,Home Office,North,Technology,Keyboard,1,88.15,79.33,0.1,12.15
ORD000074,2023-01-04,CUST4631,Consumer,North,Office Supplies,Notebook,1,14.16,14.16,0.0,3.63
ORD000075,2023-01-04,CUST9599,Consumer,East,Technology,Mouse,2,48.48,96.96,0.0,16.55
ORD000075,2023-01-04,CUST9599,Consumer,East,Furniture,Desk,2,409.82,819.64,0.0,190.38
ORD000076,2023-01-04,CUST9569,Consumer,East,Technology,Webcam,2,146.53,293.07,0.0,46.47
ORD000077,2023-01-04,CUST3461,Consumer,West,Office Supplies,Folder,3,3.58,10.74,0.0,2.46
ORD000077,2023-01-04,CUST3461,Consumer,West,Technology,USB Drive,3,26.32,78.96,0.0,21.26
ORD000078,2023-01-04,CUST5558,Home Office,West,Technology,Keyboard,1,49.22,49.22,0.0,13.2
ORD000079,2023-01-04,CUST9033,Consumer,East,Office Supplies,Binder,2,12.42,24.85,0.0,5.54
ORD000079,2023-01-04,CUST9033,Consumer,East,Technology,Mouse,1,28.13,28.13,0.0,5.76
ORD000080,2023-01-04,CUST2929,Consumer,West,Office Supplies,Pen,2,1.55,3.1,0.0,0.31
ORD000080,2023-01-04,CUST2929,Consumer,West,Furniture,Cabinet,1,160.17,160.17,0.0,21.83
ORD000080,2023-01-04,CUST2929,Consumer,West,Technology,Laptop,3,1081.63,3244.89,0.0,655.54
ORD000081,2023-01-04,CUST4959,Consumer,South,Technology,Monitor,2,439.75,879.5,0.0,91.98
ORD000082,2023-01-04,CUST2019,Corporate,South,Technology,USB Drive,2,18.42,33.16,0.1,8.53
ORD000082,2023-01-04,CUST2019,Corporate,South,Furniture,Chair,2,397.34,794.68,0.0,197.08
ORD000083,2023-01-04,CUST8999,Consumer,North,Furniture,Desk,3,461.11,1383.32,0.0,333.66
ORD000084,2023-01-04,CUST5998,Consumer,East,Furniture,Bookshelf,4,253.17,1012.67,0.0,176.45
ORD000085,2023-01-04,CUST6347,Consumer,West,Technology,Laptop,1,1233.79,1233.79,0.0,208.74
ORD000085,2023-01-04,CUST6347,Consumer,West,Technology,Mouse,1,42.02,42.02,0.0,6.19
ORD000085,2023-01-04,CUST6347,Consumer,West,Technology,Keyboard,1,79.35,79.35,0.0,21.93
ORD000086,2023-01-04,CUST8345,Consumer,North,Technology,Mouse,3,23.78,71.35,0.0,15.14
ORD000086,2023-01-04,CUST8345,Consumer,North,Furniture,Desk,3,268.86,725.93,0.1,177.53
ORD000086,2023-01-04,CUST8345,Consumer,North,Technology,Webcam,2,100.37,200.74,0.0,29.15
ORD000087,2023-01-04,CUST6055,Consumer,West,Technology,Webcam,1,58.12,58.12,0.0,14.61
ORD000087,2023-01-04,CUST6055,Consumer,West,Furniture,Desk,3,322.93,968.79,0.0,267.3
ORD000088,2023-01-05,CUST3551,Corporate,West,Technology,USB Drive,2,15.74,31.49,0.0,6.79
ORD000088,2023-01-05,CUST3551,Corporate,West,Office Supplies,Folder,1,8.38,8.38,0.0,2.37
ORD000088,2023-01-05,CUST3551,Corporate,West,Furniture,Desk,2,294.77,589.55,0.0,152.49
ORD000088,2023-01-05,CUST3551,Corporate,West,Furniture,Bookshelf,3,268.58,805.74,0.0,125.2
ORD000088,2023-01-05,CUST3551,Corporate,West,Office Supplies,Envelope,1,7.11,7.11,0.0,0.97
ORD000089,2023-01-05,CUST8133,Home Office,South,Technology,Monitor,1,542.75,542.75,0.0,134.57
ORD000089,2023-01-05,CUST8133,Home Office,South,Technology,Keyboard,1,118.96,118.96,0.0,14.81
ORD000090,2023-01-05,CUST6569,Corporate,East,Technology,Headphones,1,83.39,83.39,0.0,22.0
ORD000091,2023-01-05,CUST4831,Consumer,South,Technology,Monitor,1,295.95,295.95,0.0,50.19
ORD000091,2023-01-05,CUST4831,Consumer,South,Technology,Keyboard,2,97.39,194.79,0.0,43.67
ORD000092,2023-01-05,CUST9831,Consumer,East,Office Supplies,Envelope,1,18.0,17.1,0.05,2.94
ORD000092,2023-01-05,CUST9831,Consumer,East,Technology,USB Drive,2,16.08,32.16,0.0,9.25
ORD000092,2023-01-05,CUST9831,Consumer,East,Furniture,Table,2,494.73,989.46,0.0,230.54
ORD000093,2023-01-05,CUST3946,Corporate,South,Furniture,Cabinet,4,443.81,1775.25,0.0,398.13
ORD000093,2023-01-05,CUST3946,Corporate,South,Office Supplies,Paper,1,18.68,18.68,0.0,4.24
ORD000093,2023-01-05,CUST3946,Corporate,South,Technology,Headphones,1,67.14,67.14,0.0,7.63
ORD000093,2023-01-05,CUST3946,Corporate,South,Furniture,Bookshelf,1,90.15,90.15,0.0,14.13
ORD000094,2023-01-05,CUST6154,Home Office,East,Technology,Webcam,1,134.13,134.13,0.0,15.12
ORD000095,2023-01-05,CUST7748,Corporate,South,Technology,USB Drive,1,22.63,22.63,0.0,5.44
ORD000095,2023-01-05,CUST7748,Corporate,South,Technology,USB Drive,1,20.25,20.25,0.0,3.58
ORD000096,2023-01-05,CUST8616,Consumer,North,Furniture,Bookshelf,1,186.05,186.05,0.0,41.33
ORD000096,2023-01-05,CUST8616,Consumer,North,Office Supplies,Paper,1,11.52,10.37,0.1,1.05
ORD000097,2023-01-05,CUST1182,Consumer,North,Technology,Mouse,1,38.64,38.64,0.0,7.35
ORD000097,2023-01-05,CUST1182,Consumer,North,Technology,Keyboard,1,44.87,44.87,0.0,11.04
ORD000097,2023-01-05,CUST1182,Consumer,North,Office Supplies,Stapler,1,15.06,15.06,0.0,3.54
ORD000098,2023-01-05,CUST2774,Corporate,West,Office Supplies,Stapler,1,18.5,18.5,0.0,3.04
ORD000098,2023-01-05,CUST2774,Corporate,West,Office Supplies,Envelope,2,11.19,22.38,0.0,5.13
ORD000098,2023-01-05,CUST2774,Corporate,West,Office Supplies,Binder,1,10.99,9.34,0.15,1.19
ORD000099,2023-01-05,CUST5318,Corporate,North,Furniture,Cabinet,2,378.3,756.6,0.0,180.45
ORD000099,2023-01-05,CUST5318,Corporate,North,Technology,Monitor,1,469.19,469.19,0.0,75.66
ORD000099,2023-01-05,CUST5318,Corporate,North,Office Supplies,Binder,2,9.46,18.93,0.0,5.01
ORD000100,2023-01-05,CUST5928,Home Office,North,Furniture,Table,1,302.9,257.46,0.15,45.26
ORD000100,2023-01-05,CUST5928,Home Office,North,Office Supplies,Pen,1,1.29,1.29,0.0,0.21
ORD000100,2023-01-05,CUST5928,Home Office,North,Office Supplies,Stapler,1,14.09,14.09,0.0,2.02
ORD000100,2023-01-05,CUST5928,Home Office,North,Technology,Keyboard,2,70.86,141.72,0.0,18.16
ORD000101,2023-01-05,CUST5009,Home Office,North,Office Supplies,Folder,1,4.96,4.96,0.0,0.97
ORD000102,2023-01-05,CUST2439,Consumer,North,Furniture,Bookshelf,1,92.68,92.68,0.0,14.28
ORD000102,2023-01-05,CUST2439,Consumer,North,Furniture,Cabinet,1,345.2,293.42,0.15,63.41
ORD000102,2023-01-05,CUST2439,Consumer,North,Office Supplies,Notebook,2,4.81,9.61,0.0,1.36
ORD000102,2023-01-05,CUST2439,Consumer,North,Technology,Headphones,1,154.88,154.88,0.0,25.58
ORD000102,2023-01-05,CUST2439,Consumer,North,Technology,Keyboard,2,71.53,143.06,0.0,18.54
ORD000103,2023-01-05,CUST1882,Corporate,East,Technology,Keyboard,2,38.43,76.86,0.0,15.25
ORD000103,2023-01-05,CUST1882,Corporate,East,Office Supplies,Paper,1,16.35,16.35,0.0,3.48
ORD000103,2023-01-05,CUST1882,Corporate,East,Furniture,Desk,3,563.45,1690.36,0.0,291.51
ORD000104,2023-01-06,CUST8661,Home Office,North,Technology,Mouse,1,15.67,15.67,0.0,3.72
ORD000104,2023-01-06,CUST8661,Home Office,North,Furniture,Table,1,461.64,461.64,0.0,73.81
ORD000105,2023-01-06,CUST8295,Corporate,North,Technology,Webcam,2,133.05,266.1,0.0,31.33
ORD000105,2023-01-06,CUST8295,Corporate,North,Furniture,Bookshelf,1,97.08,82.52,0.15,14.97
ORD000105,2023-01-06,CUST8295,Corporate,North,Technology,Mouse,2,34.22,68.44,0.0,14.74
ORD000106,2023-01-06,CUST2238,Consumer,South,Technology,Webcam,1,69.28,69.28,0.0,15.01
ORD000107,2023-01-06,CUST7846,Consumer,West,Technology,USB Drive,1,25.51,25.51,0.0,5.08
ORD000107,2023-01-06,CUST7846,Consumer,West,Technology,Laptop,2,893.68,1787.36,0.0,198.16
ORD000108,2023-01-06,CUST5232,Home Office,East,Technology,Mouse,3,35.01,105.04,0.0,30.31
ORD000109,2023-01-06,CUST4607,Consumer,West,Office Supplies,Notebook,3,11.11,33.34,0.0,5.13
ORD000110,2023-01-06,CUST5424,Consumer,South,Technology,Monitor,1,552.06,552.06,0.0,130.05
ORD000110,2023-01-06,CUST5424,Consumer,South,Technology,Webcam,1,72.48,72.48,0.0,16.69
ORD000111,2023-01-06,CUST4748,Consumer,South,Office Supplies,Pen,1,1.08,1.08,0.0,0.2
ORD000112,2023-01-06,CUST5063,Consumer,West,Furniture,Desk,1,663.89,663.89,0.0,112.61
ORD000112,2023-01-06,CUST5063,Consumer,West,Office Supplies,Stapler,1,5.02,5.02,0.0,1.15
ORD000113,2023-01-06,CUST6223,Consumer,North,Technology,Keyboard,2,77.77,155.53,0.0,35.6
ORD000113,2023-01-06,CUST6223,Consumer,North,Office Supplies,Binder,1,12.77,12.77,0.0,3.13
ORD000113,2023-01-06,CUST6223,Consumer,North,Office Supplies,Stapler,2,18.44,36.88,0.0,6.01
ORD000114,2023-01-06,CUST8763,Consumer,West,Technology,Keyboard,1,34.01,34.01,0.0,5.45
ORD000114,2023-01-06,CUST8763,Consumer,West,Office Supplies,Pen,3,2.42,7.25,0.0,2.12
ORD000114,2023-01-06,CUST8763,Consumer,West,Furniture,Cabinet,2,475.03,950.06,0.0,198.92
ORD000114,2023-01-06,CUST8763,Consumer,West,Technology,USB Drive,1,19.17,19.17,0.0,5.23
ORD000114,2023-01-06,CUST8763,Consumer,West,Technology,Mouse,2,46.42,92.84,0.0,11.83
ORD000115,2023-01-06,CUST1619,Corporate,East,Office Supplies,Pen,2,2.42,4.84,0.0,0.87
ORD000115,2023-01-06,CUST1619,Corporate,East,Office Supplies,Binder,1,14.67,14.67,0.0,3.97
ORD000116,2023-01-06,CUST5444,Home Office,East,Technology,Keyboard,3,30.04,90.12,0.0,11.78
ORD000117,2023-01-06,CUST2105,Home Office,West,Furniture,Chair,3,370.67,945.21,0.15,278.72
ORD000117,2023-01-06,CUST2105,Home Office,West,Furniture,Table,1,249.38,249.38,0.0,26.73
ORD000117,2023-01-06,CUST2105,Home Office,West,Furniture,Desk,1,720.06,720.06,0.0,208.88
ORD000117,2023-01-06,CUST2105,Home Office,West,Technology,Webcam,1,88.03,88.03,0.0,17.9
ORD000118,2023-01-06,CUST1614,Consumer,South,Technology,Webcam,1,47.83,47.83,0.0,13.78
ORD000119,2023-01-06,CUST5958,Corporate,South,Office Supplies,Paper,1,17.04,17.04,0.0,1.91
ORD000119,2023-01-06,CUST5958,Corporate,South,Technology,Webcam,1,119.54,95.64,0.2,13.46
ORD000120,2023-01-06,CUST1205,Consumer,North,Technology,Headphones,2,183.33,366.66,0.0,108.89
ORD000121,2023-01-06,CUST3800,Corporate,North,Office Supplies,Notebook,4,5.07,20.26,0.0,3.84
ORD000122,2023-01-06,CUST4408,Corporate,East,Technology,Webcam,1,113.82,113.82,0.0,23.89
ORD000123,2023-01-06,CUST8032,Home Office,North,Technology,Webcam,1,45.68,45.68,0.0,11.13
ORD000123,2023-01-06,CUST8032,Home Office,North,Furniture,Desk,2,307.55,615.11,0.0,129.51
ORD000124,2023-01-06,CUST5559,Consumer,West,Technology,Laptop,1,1184.2,1184.2,0.0,191.08
ORD000125,2023-01-06,CUST7358,Corporate,East,Furniture,Table,4,420.5,1681.98,0.0,277.61
ORD000125,2023-01-06,CUST7358,Corporate,East,Office Supplies,Paper,1,23.55,23.55,0.0,4.48
ORD000126,2023-01-06,CUST5117,Corporate,South,Furniture,Chair,1,123.09,123.09,0.0,35.73
ORD000127,2023-01-06,CUST3305,Consumer,North,Technology,Headphones,1,49.9,49.9,0.0,11.1
